"","Sample","Date.x","Filter_type","Filter_size","Filter_box_nr","Filter_blank","Volume","Date.y","Day","Treatment","C","N","O","Na","Mg","Al","Si","P","S","Cl","K","Ca","Mn","Fe","Cu","As"
"38","COM038","09.12.2019 17:09:57","PC",0.8,2,NA,1000,2019-10-08,2,"K2",-2.55218138456766,0.392278442039138,0.328452593911547,-0.0296516149187341,0.0273052773877516,-5.45965735974967,0.207741165922247,0.019133300700419,0.00836150874849358,-0.165802408664831,0.00935191086341091,0.183513375248928,0.00445407362192847,0.0843275051340267,0.00161548374063992,0.0010299306471791
"39","COM039","09.12.2019 17:22:45","PC",0.8,2,NA,1000,2019-10-08,2,"K3",-4.76981394820973,-0.103924512629771,0.0316707803725836,-0.0465724381250691,0.000827525181400212,2.1622449126274,0.0558232951666226,0.00374625276369235,0.00188089830009414,-0.180521859838021,-0.000799523850321904,0.0135642621927486,-0.000303071838187114,0.0125714008231791,-0.00251891039509572,-0.00195075146656716
"40","COM040","09.12.2019 17:34:59","PC",0.8,2,NA,1000,2019-10-08,2,"NPC1",7.07493692166025,0.486688738723931,0.0431144220919958,-0.0471497578053416,-0.00372233651707328,-19.6165226073504,0.0180142054291199,0.0288004602711178,0.00694307654612559,-0.140251952078191,0.00149989415227711,0.00629367652383426,0.0106156323322147,0.015821224387982,0.00706241615204826,0.00925780357014925
"41","COM041","09.12.2019 17:47:09","PC",0.8,2,NA,1000,2019-10-08,2,"NPC2",-23.544893238554,-0.725276000113408,-0.35997280005098,-0.017968331079819,0.00350858462519868,4.62983715388878,0.00746982090873039,0.00365488074506571,0.00113425895547573,-0.126910296646641,-0.00087506941098224,0.0286677627224406,-0.000782033582464963,0.00411373499577964,-0.00095481918869132,9.25780357014934e-05
"42","COM042","09.12.2019 17:59:30","PC",0.8,2,NA,1000,2019-10-08,2,"NPC3",-1.82460569678239,0.10026519880478,0.0358868589007883,-0.0307288815386239,0.000787828401480642,-6.26812460556621,0.085069040911854,0.00796764002424324,0.0015103169138899,-0.161339881346074,0.00157543971293745,0.0933819292495746,0.00360168407702721,0.023722357929909,0.000530154563692631,0.00212846823152985
"43","COM043","09.12.2019 18:11:47","PC",0.8,2,NA,1000,2019-10-08,2,"uZ1",3.24258498113896,0.203457848669553,0.121111874863778,-0.0396565054603624,0.00735611867894136,-4.0207623763483,0.0943900905762047,0.0135413331604684,0.00293970226067771,-0.171206429740376,0.0029871973777775,0.092733596769544,0.00303342438042637,0.0203831642170741,0.00102920311982166,0.00215326591966418
"44","COM044","09.12.2019 18:24:02","PC",0.8,2,NA,1000,2019-10-08,2,"uZ2",-0.545795095385354,0.253956379454442,0.0146558920266159,-0.0373531784885539,-0.000925240331971454,-1.46584389159525,0.0284019692239958,0.00464169854623345,0.00272429042042106,-0.158989974164499,-0.000884512606064783,0.0142787510482925,0.000533081715382688,0.00399186661209953,-0.000524744823246788,0.000107456648582089
"45","COM045","09.12.2019 18:36:20","PC",0.8,2,NA,1000,2019-10-08,2,"uZ3",7.47793678860176,0.567925505638753,0.0333270969372355,-0.0515719075212427,-0.00736833307276277,-20.8711194563002,0.00999268448727401,0.0243780545695883,0.00476887737878933,-0.144530773298063,0.00126381427521356,0.000372680915391731,0.011524847846776,0.0130994971524596,0.00842161343906635,0.0102447515578955
"46","COM046","09.12.2019 18:49:15","GFF",NA,2,NA,1000,2019-10-08,2,"K1",403.883253126522,4.95516833326724,-17.9644596516239,-6.35590678392895,-0.248470288445786,-26.4936974468249,-29.2739290098386,-0.0085147147571005,0.013575814000356,0.0896817454128026,-6.32780790538499,-4.52466386345804,-0.113784533249374,-0.323304635064958,-0.109988814092216,-0.0961274114631194
"47","COM047","09.12.2019 19:01:28","GFF",NA,2,NA,1000,2019-10-08,2,"K2",403.392505969467,5.09956256973028,-17.9447344270812,-6.37582133702371,-0.25310565090101,-26.976495236517,-29.2665339717988,-0.00314569494259897,0.0153410957760186,0.0623784264659648,-6.33084861420157,-4.51286156606646,-0.113524757388071,-0.319563275685979,-0.10960337008545,-0.0945750761859104
"48","COM048","09.12.2019 19:13:42","GFF",NA,2,NA,1000,2019-10-08,2,"K3",377.372963866678,5.4925042624002,-17.9682240074527,-5.28380033066594,-0.133825988038076,-51.3123165372523,-29.2741618244306,0.0520726088419282,0.0887618483462092,3.10319659152837,-6.27209305439799,-4.45611924278868,-0.0999677046263083,-0.306299933262127,-0.0989225137926882,-0.0842319604650821
"49","COM049","09.12.2019 19:25:54","GFF",NA,2,NA,1000,2019-10-08,2,"NPC1",403.694340328003,5.18714595906033,-17.9353988246259,-6.35475809631769,-0.240359930948373,-26.7201124541916,-29.2401751269942,0.0480664940572617,0.0176558602967427,0.121815003876168,-6.33108941567617,-4.45156106851581,-0.113094503617788,-0.315403501523031,-0.110100389988912,-0.0956587351573806
"50","COM050","09.12.2019 19:38:08","GFF",NA,2,NA,1000,2019-10-08,2,"NPC2",405.533754418846,5.01671341766133,-17.9829802823014,-6.40616335485906,-0.252681200715716,-26.1994683835933,-29.2738104860464,0.0334875402532691,0.00924749643045316,0.00320975378330268,-6.3328080771812,-4.5230099540702,-0.113500403401074,-0.322301252039326,-0.110439174984333,-0.0951131860184254
"51","COM051","09.12.2019 19:50:28","GFF",NA,2,NA,1000,2019-10-08,2,"NPC3",417.343645120248,5.963560869878,-17.8171980516031,-6.41141279772504,-0.242433324299557,-49.2230398432592,-29.2240135613182,0.157780348958979,0.016987718487133,0.0437781839538214,-6.33059836953188,-4.5100565357447,-0.102549227248009,-0.304581589052238,-0.10144210040534,-0.0853850529633283
"52","COM052","09.12.2019 20:02:42","GFF",NA,2,NA,1000,2019-10-08,2,"uZ1",396.678289438644,5.28183070428199,-17.7854268884084,-6.30156731299197,-0.213555443707299,-27.8032229447163,-29.1638373387803,0.0593620857439245,0.0201933387540033,0.159773276558357,-6.32182091970266,-4.28099008552981,-0.111852450280931,-0.294852429755109,-0.10858498644652,-0.0946965848577687
"53","COM053","09.12.2019 20:14:59","GFF",NA,2,NA,1000,2019-10-08,2,"uZ2",420.659561873201,6.38727510474496,-17.831201455286,-6.41558497397113,-0.245706781843693,-50.6067116541321,-29.2743142121635,0.16917919102669,0.0271923980382747,0.0377235371113911,-6.33046616480073,-4.50748305273723,-0.101323409902485,-0.309362891971954,-0.100665126433805,-0.0836938506325672
"54","COM054","09.12.2019 20:27:19","GFF",NA,2,NA,1000,2019-10-08,2,"uZ3",407.085538120967,5.92331985315879,-17.4800623435798,-6.4131626120137,-0.237556727566361,-49.6730718839177,-28.7989618442446,0.155859891871485,0.0170844712628415,0.0437016397459525,-6.33014037457038,-4.49803592231392,-0.10144517983747,-0.306974271651824,-0.100354742575725,-0.0847427928406493
