Sample,Date,As (Int),C (Int),N (Int),O (Int),Na (Int),Mg (Int),Al (Int),Si (Int),P (Int),S (Int),Cl (Int),K (Int),Ca (Int),Mn (Int),Fe (Int),Cu (Int),Zn (Int)
sr-cal120,27.11.2014 14:02:43,1.632752776145935,54.286903381347656,0.37422269582748413,7.758642196655273,0.1677112579345703,0.29636847972869873,27.191194534301758,0.15390948951244354,0.28149837255477905,0.3239086866378784,2.5371737480163574,0.12410616874694824,0.12763985991477966,0.20735570788383484,0.5536260604858398,0.8820379376411438,0.7868552803993225
